name,model_predict,avg_prob,index
airasia_z2 yumzse,交通汽修,0.81086755,668556
airbnb * hm23denxyj,飯店住宿,0.7597837,660308
airbnb * hm24fkq94f,家居修繕,0.77699643,657345
airbnb * hm25e9x2ex,運動/休閒娛樂,0.6502885,672079
airbnb * hm25m88kmc,飯店住宿,0.76420337,685043
airbnb * hm28844rj,醫療保健/美容,0.46812984,683463
airbnb * hm28nfhser,家居修繕,0.53869593,687753
airbnb * hm29shezyb,飯店住宿,0.5181596,678865
airbnb * hm2abhxseh,一般購物,0.69814897,697491
airbnb * hm2abram8t,飯店住宿,0.56572723,694097
airbnb * hm2akqtefd,飯店住宿,0.813231,661970
airbnb * hm2aqjc3as,飯店住宿,0.3753814,674509
airbnb * hm2b9dphm,飯店住宿,0.6154608,678918
airbnb * hm2bac45zn,飯店住宿,0.5747533,650357
airbnb * hm2bfxqa3q,餐飲,0.735947,686629
airbnb * hm2d9zzzwa,飯店住宿,0.53312844,666539
airbnb * hm2de2hxxb,餐飲,0.680323,667386
airbnb * hm2drwrx,飯店住宿,0.7954845,659925
airbnb * hm2e9er,交通汽修,0.6745063,652227
airbnb * hm2f4cmwq,飯店住宿,0.45840466,665793
airbnb * hm2fm99ey,飯店住宿,0.47708297,667972
airbnb * hm2hd5aahy,飯店住宿,0.5241494,696195
airbnb * hm2hkspdp,飯店住宿,0.4542747,685427
airbnb * hm2jfzfjfw,餐飲,0.735947,653869
airbnb * hm2kmx4bpc,飯店住宿,0.5562062,656973
airbnb * hm2mkppeta,飯店住宿,0.6076659,660568
airbnb * hm2nfhxpse,飯店住宿,0.52584714,669928
airbnb * hm2p42x9rd,加油,0.67043614,667075
airbnb * hm2pdj4bm,飯店住宿,0.7938694,684276
airbnb * hm2pf354xy,飯店住宿,0.3815214,658004
airbnb * hm2pqnd5ae,飯店住宿,0.813231,648142
airbnb * hm2preqas,飯店住宿,0.89130783,672883
airbnb * hm2r8qtqje,飯店住宿,0.6986294,698101
airbnb * hm2rfnmbc,飯店住宿,0.5922199,674370
airbnb * hm2ryc2xyd,飯店住宿,0.75325793,683351
airbnb * hm2srpqs4x,飯店住宿,0.4621425,649338
airbnb * hm2t5532ws,餐飲,0.5845517,695295
airbnb * hm2t5p4rtj,飯店住宿,0.6490069,676554
airbnb * hm2tfbx5q,飯店住宿,0.75056964,665762
airbnb * hm2tsccnpa,飯店住宿,0.45840466,685869
airbnb * hm2txsh5k,飯店住宿,0.5527108,674414
airbnb * hm2x2ebatr,飯店住宿,0.63552123,690030
airbnb * hm2xj58jhs,加油,0.67043614,648053
airbnb * hm2xsde4h,飯店住宿,0.67363065,658039
airbnb * hm32sxxbzk,飯店住宿,0.813231,654348
airbnb * hm33hw9dyh,飯店住宿,0.5408243,652855
airbnb * hm33kfwwfz,餐飲,0.735947,679627
airbnb * hm34ryjrhz,飯店住宿,0.3815214,656968
airbnb * hm35k5dn3r,飯店住宿,0.65442055,663859
airbnb * hm39c9w2j,飯店住宿,0.4719776,697093
airbnb * hm39szmzkq,飯店住宿,0.60945165,660561
airbnb * hm3afdfq9y,餐飲,0.735947,650028
airbnb * hm3ahd9czx,一般購物,0.66292363,670142
airbnb * hm3ahmcbjt,餐飲,0.7366168,655345
airbnb * hm3aqzrbch,餐飲,0.56954956,674462
airbnb * hm3bbzypxy,飯店住宿,0.7164202,649676
airbnb * hm3bcadhep,飯店住宿,0.6613117,666013
airbnb * hm3cwntrxa,飯店住宿,0.39861163,656928
airbnb * hm3dbw99xq,飯店住宿,0.55658877,671707
airbnb * hm3e9t5dj,飯店住宿,0.6993272,679805
airbnb * hm3ejqarbs,餐飲,0.735947,652101
airbnb * hm3eqdekzd,飯店住宿,0.64790684,660094
airbnb * hm3h9ky49n,交通汽修,0.60330456,668618
airbnb * hm3hbahek,飯店住宿,0.39861163,676333
airbnb * hm3hxek3ys,交通汽修,0.5675329,683355
airbnb * hm3jsn5nab,加油,0.5503575,657344
airbnb * hm3k33e2sk,飯店住宿,0.56727934,672087
airbnb * hm3kctts2y,飯店住宿,0.3761341,660245
airbnb * hm3mspjh,飯店住宿,0.79970074,651792
airbnb * hm3nce5k4f,飯店住宿,0.59554684,658288
airbnb * hm3nf3dzk,餐飲,0.76970613,693019
airbnb * hm3pdp3mj,其他,0.6427619,684973
airbnb * hm3prydwt,飯店住宿,0.45840466,658920
airbnb * hm3qpkjhpb,其他,0.40385678,656914
airbnb * hm3qqrxakx,加油,0.67043614,674306
airbnb * hm3qyy94qx,其他,0.31771883,664744
airbnb * hm3r423cne,加油,0.67043614,683436
airbnb * hm3rmcbxt,家居修繕,0.3459202,674445
airbnb * hm3sdq2t2n,家居修繕,0.64559,650533
airbnb * hm3sredqnx,加油,0.68550783,691522
airbnb * hm3szdxh8t,飯店住宿,0.65704864,693003
airbnb * hm3t39mss,百貨,0.6203765,656869
airbnb * hm3wwz9wfh,一般購物,0.49983722,671633
airbnb * hm3wxxz3tq,飯店住宿,0.53167564,671381
airbnb * hm3y5f2ktx,交通汽修,0.45790833,684563
airbnb * hm3yfxwwx,飯店住宿,0.7372713,648078
airbnb * hm3yk2bry,飯店住宿,0.8624439,658208
airbnb * hm3yt2mzf,交通汽修,0.7018489,681397
airbnb * hm3zce9yjf,飯店住宿,0.8011012,660263
airbnb * hm3zmkfecj,超商超市量販,0.47003725,696304
airbnb * hm42ndxxp,家居修繕,0.48761728,662913
airbnb * hm42pzqxpw,餐飲,0.735947,665760
airbnb * hm43bratbh,一般購物,0.6452217,649666
airbnb * hm43hakbyz,飯店住宿,0.35808653,680904
airbnb * hm43w88y,餐飲,0.735947,698117
airbnb * hm44yxfs2f,其他,0.509135,660558
airbnb * hm45faneec,加油,0.82929283,667426
airbnb * hm45n8bm8k,飯店住宿,0.3761341,665811
airbnb * hm45s9f24x,交通汽修,0.58419585,693297
airbnb * hm48hwye2x,飯店住宿,0.413495,683393
airbnb * hm498hqw8f,飯店住宿,0.3778627,695268
airbnb * hm49cbakaa,飯店住宿,0.72010726,674388
airbnb * hm49qpfrf,一般購物,0.538599,692983
airbnb * hm49qwrtpa,飯店住宿,0.7569661,663865
airbnb * hm4cdx4fyx,其他,0.7437921,692709
airbnb * hm4d93j8yk,餐飲,0.61283267,692986
airbnb * hm4dayfb3w,飯店住宿,0.41813368,647997
airbnb * hm4djazrpm,飯店住宿,0.34678057,692981
airbnb * hm4dysp8t,飯店住宿,0.6633972,651377
airbnb * hm4e5dkzyt,一般購物,0.708246,680749
airbnb * hm4ehwp2dr,飯店住宿,0.68473226,697114
airbnb * hm4f9feb5p,家居修繕,0.6584566,695703
airbnb * hm4fq5kyzh,飯店住宿,0.6038354,699757
airbnb * hm4fr4fjx,飯店住宿,0.813231,688134
airbnb * hm4j9rmazj,飯店住宿,0.3778627,683297
airbnb * hm4k2myh5e,飯店住宿,0.813231,685237
airbnb * hm4mhjz3xh,飯店住宿,0.55426055,693604
airbnb * hm4mr8kstt,飯店住宿,0.3729465,675227
airbnb * hm4n9zec3y,交通汽修,0.64159685,674425
airbnb * hm4naxqxyw,飯店住宿,0.54977775,670923
airbnb * hm4nhfjx,交通汽修,0.45790833,667157
airbnb * hm4nmwzztw,一般購物,0.785292,676296
airbnb * hm4pd9wcb,飯店住宿,0.39481124,668337
airbnb * hm4pf95enq,飯店住宿,0.3778627,674367
airbnb * hm4phnjdrh,飯店住宿,0.3761341,665058
airbnb * hm4rep3d,飯店住宿,0.6346196,674456
airbnb * hm4sznyfsk,飯店住宿,0.45840466,698465
airbnb * hm4twkmyd,飯店住宿,0.43201828,670760
airbnb * hm4w4ed9mm,飯店住宿,0.7106103,683433
airbnb * hm4w82tnr,飯店住宿,0.8840676,656899
airbnb * hm4y4f8a8c,飯店住宿,0.813231,649850
airbnb * hm4z84rtxz,飯店住宿,0.54921407,656854
airbnb * hm4zm4pndc,飯店住宿,0.813231,694693
airbnb * hm4zypbd9r,飯店住宿,0.64532346,673181
airbnb * hm522camm,飯店住宿,0.86015433,648834
airbnb * hm52zyfzne,飯店住宿,0.813231,688085
airbnb * hm53m2d5sp,飯店住宿,0.48626933,654686
airbnb * hm54nsyjbx,飯店住宿,0.3169627,689036
airbnb * hm54ykmc,飯店住宿,0.785292,687949
airbnb * hm55nqnqs,餐飲,0.59717584,665752
airbnb * hm55wb83zb,飯店住宿,0.55698055,649667
airbnb * hm58238j5z,飯店住宿,0.6059399,683417
airbnb * hm58fb3b4d,飯店住宿,0.48543134,690317
airbnb * hm5a2m4ycn,飯店住宿,0.45840466,691053
airbnb * hm5ake34z,餐飲,0.7307615,670059
airbnb * hm5akeytzb,飯店住宿,0.78725636,665727
airbnb * hm5bpatppw,飯店住宿,0.6064953,662411
airbnb * hm5crs9xqj,家居修繕,0.41608012,671408
airbnb * hm5cwmc8xf,家居修繕,0.41608012,668792
airbnb * hm5d5wezxj,飯店住宿,0.70703584,656966
airbnb * hm5dhjcpmr,飯店住宿,0.56985724,663286
airbnb * hm5f43y55a,飯店住宿,0.5580617,678896
airbnb * hm5hwefps,飯店住宿,0.7569797,652785
airbnb * hm5k4ksctz,飯店住宿,0.813231,677374
airbnb * hm5m2pna,飯店住宿,0.76064205,665771
airbnb * hm5md5jksd,家居修繕,0.41608012,683416
airbnb * hm5mrkcqfx,交通汽修,0.3948469,653005
airbnb * hm5naw2nq,飯店住宿,0.5644204,674474
airbnb * hm5qq53abm,飯店住宿,0.62219125,699162
airbnb * hm5reba,一般購物,0.5523755,654850
airbnb * hm5tme54f,家居修繕,0.6736729,699628
airbnb * hm5x5whbcd,交通汽修,0.6821434,663049
airbnb * hm5xdhdbbr,飯店住宿,0.41531497,653483
airbnb * hm5xwzka,家居修繕,0.73751205,697822
airbnb * hm5y2zt9ey,飯店住宿,0.35808653,648530
airbnb * hm5yckbp,飯店住宿,0.54042554,665748
airbnb * hm5z3e8re,飯店住宿,0.48893625,661131
airbnb * hm5zcpphr,餐飲,0.79005647,648061
airbnb * hm823smf8s,飯店住宿,0.65988415,661144
airbnb * hm82nrwdb,家居修繕,0.60003185,656992
airbnb * hm83apq4kc,飯店住宿,0.45840466,695198
airbnb * hm83ynpet,餐飲,0.735947,656852
airbnb * hm842skzf,交通汽修,0.5693105,676409
airbnb * hm84en5ymj,一般購物,0.59653175,666893
airbnb * hm84pmzfmx,飯店住宿,0.7399746,682005
airbnb * hm85kbq4f,飯店住宿,0.6676103,656969
airbnb * hm85qjt4dm,飯店住宿,0.69070435,667453
airbnb * hm8aswxjf,餐飲,0.5307913,685188
airbnb * hm8b8bmans,家居修繕,0.45155337,667063
airbnb * hm8d9pr8fp,飯店住宿,0.5331777,698299
airbnb * hm8ddq8aae,交通汽修,0.45790833,684466
airbnb * hm8ec5h83e,加油,0.5241494,665739
airbnb * hm8ff4er8m,一般購物,0.42862633,665775
airbnb * hm8fm8nk,飯店住宿,0.52141654,651518
airbnb * hm8fywjxcm,醫療保健/美容,0.36102748,648074
airbnb * hm8jtysx5y,飯店住宿,0.6824535,662579
airbnb * hm8kjnm2ph,飯店住宿,0.813231,685321
airbnb * hm8m2de8tm,飯店住宿,0.6613117,661836
airbnb * hm8mjjwz4w,飯店住宿,0.73636574,665776
airbnb * hm8mqbmrqh,百貨,0.35732806,676168
airbnb * hm8mxnbamy,飯店住宿,0.66993475,670014
airbnb * hm8na9y8hf,飯店住宿,0.3778627,665706
airbnb * hm8ntjjhe,餐飲,0.735947,648646
airbnb * hm8ntmcst,飯店住宿,0.6887231,668867
airbnb * hm8pzptqft,飯店住宿,0.69208705,693032
airbnb * hm8qea5sdm,加油,0.67043614,692946
airbnb * hm8rc9r9dj,加油,0.76235497,656895
airbnb * hm8szxfrmp,交通汽修,0.67199373,683468
airbnb * hm8tjr3ksc,醫療保健/美容,0.36102748,656880
airbnb * hm8wtqawq,飯店住宿,0.7867013,661095
airbnb * hm8yb5mqfh,交通汽修,0.5693105,652318
airbnb * hm8yct4qsd,飯店住宿,0.5973762,656878
airbnb * hm8ynkrmnt,飯店住宿,0.5259788,650953
airbnb * hm8z2xwsd,飯店住宿,0.75460535,664910
airbnb * hm8zafxtkr,一般購物,0.56856483,695094
airbnb * hm8zfpcj2w,飯店住宿,0.76279306,686246
airbnb * hm8zmxqfcf,飯店住宿,0.4417858,692975
airbnb * hm92bd9ft,飯店住宿,0.5707118,688787
airbnb * hm92mq24xd,飯店住宿,0.7480593,674517
airbnb * hm92qfzqjt,加油,0.7216277,665790
airbnb * hm92rxskyr,餐飲,0.6824272,686166
airbnb * hm92ynqykp,飯店住宿,0.7335622,674403
airbnb * hm92yxxajz,醫療保健/美容,0.3885538,654893
airbnb * hm939p8rpj,交通汽修,0.708288,653831
airbnb * hm93rpsmnw,飯店住宿,0.6358178,683195
airbnb * hm952kyff,飯店住宿,0.53413177,688742
airbnb * hm95a39fes,飯店住宿,0.78398365,670717
airbnb * hm98bf22d,家居修繕,0.54494786,676161
airbnb * hm98dftfsz,飯店住宿,0.39481124,677520
airbnb * hm98h34nh,交通汽修,0.47562107,651487
airbnb * hm98rp9ysp,餐飲,0.735947,656896
airbnb * hm995s3nz,交通汽修,0.73380345,676173
airbnb * hm99btx2hc,飯店住宿,0.3761341,665746
airbnb * hm99r8k2m,飯店住宿,0.44595316,651505
airbnb * hm99zybc2r,飯店住宿,0.813231,692954
airbnb * hm9aa2aqw,餐飲,0.76778674,657031
airbnb * hm9ak3nybs,飯店住宿,0.8492747,652261
airbnb * hm9atsabak,飯店住宿,0.39365754,655125
airbnb * hm9bnfh4qr,餐飲,0.6412513,675258
airbnb * hm9cqy29nh,加油,0.8136557,672607
airbnb * hm9dda3x,飯店住宿,0.5484035,699771
airbnb * hm9dphmh3f,其他,0.6751832,665710
airbnb * hm9dq8n5ej,飯店住宿,0.6032099,699598
airbnb * hm9e4mjp3d,飯店住宿,0.6613117,676358
airbnb * hm9ehcdnmb,飯店住宿,0.84349614,677833
airbnb * hm9f53w25z,一般購物,0.55835515,676302
airbnb * hm9fdfwsac,飯店住宿,0.7578131,683419
airbnb * hm9jaaceq,飯店住宿,0.5645162,674023
airbnb * hm9je8ecbh,一般購物,0.67984307,664890
airbnb * hm9km3xswn,飯店住宿,0.3778627,674423
airbnb * hm9mnj5rtz,餐飲,0.7749239,665297
airbnb * hm9mr3fmzd,餐飲,0.7366168,674451
airbnb * hm9n9jzy5s,加油,0.67043614,692270
airbnb * hm9pzbpbja,飯店住宿,0.40212947,648022
airbnb * hm9r92atyw,飯店住宿,0.41971487,658841
airbnb * hm9te32khj,飯店住宿,0.7466282,650581
airbnb * hm9tjm3tz,飯店住宿,0.3778627,680207
airbnb * hm9tnq8hpb,飯店住宿,0.69012034,664107
airbnb * hm9ts8rjsc,餐飲,0.7366168,667356
airbnb * hm9w49cwrs,飯店住宿,0.78398365,678523
airbnb * hm9wzwjc2k,其他,0.4012342,696232
airbnb * hm9x5nfa4t,飯店住宿,0.41285658,676165
airbnb * hm9xe3w58w,飯店住宿,0.51958716,687268
airbnb * hm9y9pwhfy,餐飲,0.735947,674948
airbnb * hm9ymwkf,飯店住宿,0.65193725,666474
airbnb * hm9yrb9sar,家居修繕,0.7201874,671756
airbnb * hma2wmrx8e,一般購物,0.7341031,674347
airbnb * hma2zsqh5a,飯店住宿,0.40248236,694122
airbnb * hma4axkxt,飯店住宿,0.3778627,648172
airbnb * hma4d9m4fw,飯店住宿,0.6086701,666725
airbnb * hma535phjk,飯店住宿,0.5486042,664820
airbnb * hma5jrzm5d,飯店住宿,0.8734866,682284
airbnb * hma5kep5ct,飯店住宿,0.3778627,665759
airbnb * hma8m5cf,飯店住宿,0.3778627,653890
airbnb * hma9583yhn,一般購物,0.6781168,685197
airbnb * hma9hdwfq,飯店住宿,0.86660105,648790
airbnb * hmaa8j959s,飯店住宿,0.53112006,692966
airbnb * hmaaj8xpes,交通汽修,0.5269834,669319
airbnb * hmab4pw9r,醫療保健/美容,0.38175493,674386
airbnb * hmadfw2swd,一般購物,0.7030954,684855
airbnb * hmafjc5jra,飯店住宿,0.7227314,651949
airbnb * hmafkajnrw,一般購物,0.73851115,667365
airbnb * hmafmdencc,飯店住宿,0.57522756,699381
airbnb * hmahhypqja,餐飲,0.6610554,665856
airbnb * hmakzp8ccd,一般購物,0.7025964,682493
airbnb * hmamkcdpmc,飯店住宿,0.5825954,661086
airbnb * hmamseazzy,一般購物,0.649275,683348
airbnb * hmanhnch,飯店住宿,0.54795283,679708
airbnb * hmawdjh,飯店住宿,0.5881083,689680
airbnb * hmawsn9d2c,飯店住宿,0.86660105,671333
airbnb * hmawyhtss,家居修繕,0.7230927,696053
airbnb * hmaxqyj4yn,飯店住宿,0.71047795,693234
airbnb * hmayewqbty,一般購物,0.7050628,655836
airbnb * hmazkx2hec,飯店住宿,0.813231,685210
airbnb * hmazyr2zry,飯店住宿,0.7472969,661077
airbnb * hmb234tqqn,餐飲,0.5170322,698103
airbnb * hmb2djzwsz,飯店住宿,0.40248236,665730
airbnb * hmb2tmsbm,飯店住宿,0.84349614,676146
airbnb * hmb59qsq5h,飯店住宿,0.45840466,671611
airbnb * hmb5jj9xqm,飯店住宿,0.5456163,683437
airbnb * hmb5jz4h4j,飯店住宿,0.7259929,649698
airbnb * hmb88zepq,飯店住宿,0.63582706,685415
airbnb * hmb954w,加油,0.8147407,673977
airbnb * hmb9fz8nf,加油,0.60584146,654391
airbnb * hmb9xhps,飯店住宿,0.6430334,667393
airbnb * hmb9yre98z,飯店住宿,0.51568526,672749
airbnb * hmb9yzdbme,一般購物,0.80851614,696869
airbnb * hmbbw5srfm,飯店住宿,0.8547654,656861
airbnb * hmbby29ja,飯店住宿,0.46830198,678836
airbnb * hmbc9fxd,餐飲,0.7366168,667347
airbnb * hmbcqd24a,飯店住宿,0.43343455,648028
airbnb * hmbdwrpd9w,飯店住宿,0.70048285,656926
airbnb * hmbehjj84q,飯店住宿,0.53698397,664496
airbnb * hmbet542qt,飯店住宿,0.6125088,649344
airbnb * hmbf8r9z4j,餐飲,0.5266796,650683
airbnb * hmbfbh45pa,飯店住宿,0.813231,692445
airbnb * hmbhsbbsff,飯店住宿,0.6038356,692976
airbnb * hmbj5m8k,交通汽修,0.790529,653510
airbnb * hmbmzk8cxm,加油,0.8147407,678283
airbnb * hmbndfh9c,飯店住宿,0.40248236,670571
airbnb * hmbnmqct4t,飯店住宿,0.6358178,659603
airbnb * hmbnpyn3xb,其他,0.32891297,673349
airbnb * hmbpcrmq,餐飲,0.39669645,685208
airbnb * hmbpmmccb,餐飲,0.49224305,674433
airbnb * hmbr42ejfb,百貨,0.35732806,683350
airbnb * hmbre3wf3a,飯店住宿,0.774589,675534
airbnb * hmbrr28s4t,一般購物,0.73246825,667343
airbnb * hmbs52z3kh,飯店住宿,0.5223407,659938
airbnb * hmbt23ejss,飯店住宿,0.45835355,675491
airbnb * hmbt4wz3bt,其他,0.40385678,692313
airbnb * hmbw5ewaec,餐飲,0.7366168,648005
airbnb * hmbwh2jppk,餐飲,0.7366168,681052
airbnb * hmbx4j5dq,加油,0.8147407,683403
airbnb * hmbxpjzydf,交通汽修,0.64159685,683619
airbnb * hmby8m5k,飯店住宿,0.39483762,697797
airbnb * hmbywmz83q,飯店住宿,0.471262,688116
airbnb * hmbzxk2xjm,飯店住宿,0.7871423,666749
airbnb * hmc2cfdant,飯店住宿,0.7601716,657758
airbnb * hmc34jxpcn,交通汽修,0.5816299,683427
airbnb * hmc3h9cqdf,飯店住宿,0.6409163,683827
airbnb * hmc48xkdza,餐飲,0.72211754,676174
airbnb * hmc4fz2bkf,飯店住宿,0.7436261,676192
airbnb * hmc55djyet,飯店住宿,0.55358195,651437
airbnb * hmc5yfqxrb,飯店住宿,0.38635015,692610
airbnb * hmc8xb8x8r,加油,0.6503645,665701
airbnb * hmc8xwx9pc,餐飲,0.5388444,649682
airbnb * hmc8zz9c,飯店住宿,0.7129802,648640
airbnb * hmcaf3jxcm,家居修繕,0.6584566,684453
airbnb * hmcb4rx3sc,飯店住宿,0.5005841,654912
airbnb * hmccdedecb,一般購物,0.8084767,668826
airbnb * hmcd2nh2zd,醫療保健/美容,0.49183568,683390
airbnb * hmcdk3hta,交通汽修,0.790529,682710
airbnb * hmcdkyfbdb,飯店住宿,0.7578694,656998
airbnb * hmcdshj2cs,加油,0.8430822,679724
airbnb * hmcektrdc,飯店住宿,0.38418624,665817
airbnb * hmceppakhn,飯店住宿,0.59812206,650984
airbnb * hmcfswa3qh,旅遊,0.6958725,674736
airbnb * hmchee5wdr,家居修繕,0.41608012,669595
airbnb * hmchj5s4wd,飯店住宿,0.5209255,683321
airbnb * hmchqpfh,家居修繕,0.5063637,680490
airbnb * hmchx2sfky,餐飲,0.5619418,665709
airbnb * hmcjb2aje,飯店住宿,0.813231,681788
airbnb * hmcjw9stpr,飯店住宿,0.86660105,656872
airbnb * hmcmpwtm9t,飯店住宿,0.39861163,684456
airbnb * hmcn3z25es,飯店住宿,0.5297745,675007
airbnb * hmcnae4pzk,餐飲,0.735947,667170
airbnb * hmcnefx8zz,飯店住宿,0.3949717,689370
airbnb * hmcpn9zdyw,餐飲,0.73279303,665718
airbnb * hmcqa9rbrz,飯店住宿,0.8552787,658055
airbnb * hmcr8bddqx,飯店住宿,0.76800495,691041
airbnb * hmcrmbd24b,飯店住宿,0.39861163,668463
airbnb * hmcrp5rqnx,家居修繕,0.5372684,658925
airbnb * hmcs8zy9pb,家居修繕,0.5388774,683426
airbnb * hmcwn9tp3n,餐飲,0.6702876,674437
airbnb * hmcy3qwt9d,交通汽修,0.7830516,682606
airbnb * hmcyp8raww,餐飲,0.7366168,656912
airbnb * hmcyth4ddn,一般購物,0.7515624,651448
airbnb * hmcz8tec4y,加油,0.6215959,657085
airbnb * hmd2pbqkd,其他,0.8127156,648019
airbnb * hmd2wsz3s,醫療保健/美容,0.45188853,663253
airbnb * hmd3atnpxp,飯店住宿,0.6108452,683739
airbnb * hmd428hw,一般購物,0.5775187,676484
airbnb * hmd482ds9a,加油,0.67043614,677847
airbnb * hmd4axw4nx,醫療保健/美容,0.36102748,679410
airbnb * hmd5ejja3n,一般購物,0.4084644,665757
airbnb * hmd8q4kjbb,飯店住宿,0.6423469,692708
airbnb * hmd94k28ht,餐飲,0.54429615,649923
airbnb * hmda2zwjw,百貨,0.35732806,662221
airbnb * hmdarx5frf,飯店住宿,0.6038354,699149
airbnb * hmdbjc8jxp,飯店住宿,0.7303377,691032
airbnb * hmdbnb5shb,飯店住宿,0.39481124,683334
airbnb * hmdbqa2mrt,餐飲,0.7773493,699754
airbnb * hmdcrn9n,飯店住宿,0.45840466,658042
airbnb * hmddyp4fq,飯店住宿,0.6064953,665738
airbnb * hmdepm8m4x,飯店住宿,0.78398365,675436
airbnb * hmdfc9k4r,飯店住宿,0.8734866,665628
airbnb * hmdfszdzp,餐飲,0.735947,695197
airbnb * hmdfypbsa,飯店住宿,0.5266339,675424
airbnb * hmdh434jzp,飯店住宿,0.39481124,681822
airbnb * hmdht3xaxk,飯店住宿,0.45840466,675743
airbnb * hmdj4pybhr,飯店住宿,0.8055072,678877
airbnb * hmdjbzzhtd,飯店住宿,0.43044353,673587
airbnb * hmdjc3s3sp,飯店住宿,0.6500489,698179
airbnb * hmdjncjjd,醫療保健/美容,0.36102748,683432
airbnb * hmdjra8wwf,交通汽修,0.8059316,651856
airbnb * hmdk9nhmrd,飯店住宿,0.7381785,690940
airbnb * hmdm3hjcx,餐飲,0.735947,658945
airbnb * hmdm8shrwf,家居修繕,0.5304695,674779
airbnb * hmdqp9ckek,飯店住宿,0.61600316,659695
airbnb * hmdraawndt,一般購物,0.4084644,692934
airbnb * hmds3xrwy,加油,0.4192982,683387
airbnb * hmdtcbmkcb,交通汽修,0.64159685,658875
airbnb * hmdtk3532f,交通汽修,0.64159685,684513
airbnb * hmdtqsjpw,網購,0.30746698,694077
airbnb * hmdxa5cswd,飯店住宿,0.7186257,669907
airbnb * hmdy534f5t,飯店住宿,0.45840466,656911
airbnb * hmdz92bxdc,飯店住宿,0.86680305,677063
airbnb * hmdzjthbqj,飯店住宿,0.38452736,678240
airbnb * hmdzsjmdft,醫療保健/美容,0.44973347,665956
airbnb * hme23z25t,飯店住宿,0.60402113,680641
airbnb * hme2zycatf,其他,0.6175733,655176
airbnb * hme3jnpa5j,加油,0.6961297,685050
airbnb * hme8e35ytk,交通汽修,0.51047415,680194
airbnb * hme8swntax,稅,0.806437,669388
airbnb * hme9y99sq,飯店住宿,0.4807234,687223
airbnb * hmea54rybx,飯店住宿,0.4765964,683394
airbnb * hmeaw3x,飯店住宿,0.78493536,652428
airbnb * hmeaxmpxxa,加油,0.8218016,685554
airbnb * hmeb8dwnjr,醫療保健/美容,0.5382138,656891
airbnb * hmecb95nyh,交通汽修,0.56233764,648006
airbnb * hmecby2are,餐飲,0.735947,658773
airbnb * hmee8hbn2s,飯店住宿,0.6857314,663434
airbnb * hmeebacq2f,飯店住宿,0.3753814,682590
airbnb * hmeeendbwd,餐飲,0.61386347,675460
airbnb * hmef5kht4k,飯店住宿,0.6908536,664374
airbnb * hmefnmywwk,餐飲,0.735947,671774
airbnb * hmeh9cm4mb,一般購物,0.7505759,662796
airbnb * hmehcctnb,加油,0.6365727,665772
airbnb * hmehm49ywz,飯店住宿,0.5031504,685548
airbnb * hmehwkdmxk,餐飲,0.6975367,656917
airbnb * hmej49tyks,飯店住宿,0.4141015,684367
airbnb * hmejedbxan,飯店住宿,0.3949717,667351
airbnb * hmek9pakq,一般購物,0.61266917,667274
airbnb * hmekjc5ddh,交通汽修,0.5965057,668236
airbnb * hmemr4st,飯店住宿,0.53612065,654639
airbnb * hmep484na,飯店住宿,0.75663966,651543
airbnb * hmepm5tch,餐飲,0.76054174,683442
airbnb * hmepmnzs9a,餐飲,0.4663941,676215
airbnb * hmeq3mcs8m,飯店住宿,0.5412966,677375
airbnb * hmeqx4bs,百貨,0.35777557,658897
airbnb * hmes9ekdtk,家居修繕,0.3459202,676509
airbnb * hmesbjq95w,餐飲,0.7366168,685179
airbnb * hmethhwx,飯店住宿,0.45840466,681290
airbnb * hmetkxwmze,飯店住宿,0.80573684,681004
airbnb * hmew29nypz,加油,0.7377111,691595
airbnb * hmewcqnry,飯店住宿,0.45840466,666776
airbnb * hmexb3xdkd,交通汽修,0.6193008,682856
airbnb * hmexqxnsyc,一般購物,0.5654337,665813
airbnb * hmeyqnjktr,飯店住宿,0.813231,692974
airbnb * hmf38zk,一般購物,0.5780291,683316
airbnb * hmf3mweahk,家居修繕,0.5795756,680227
airbnb * hmf3qdn8ez,飯店住宿,0.45967698,685228
airbnb * hmf4jm3mkd,飯店住宿,0.5866053,656873
airbnb * hmf58k2awt,交通汽修,0.69208026,674479
airbnb * hmf5a8npbd,餐飲,0.67518854,666717
airbnb * hmf5pxs2xk,飯店住宿,0.7106103,691782
airbnb * hmf5z2tkyb,飯店住宿,0.58887464,657120
airbnb * hmf5z8qtzs,飯店住宿,0.6241933,669761
airbnb * hmfas85nys,交通汽修,0.6763983,672966
airbnb * hmfat8yw2t,飯店住宿,0.6826312,665728
airbnb * hmfatd4hqe,飯店住宿,0.56435645,656991
airbnb * hmfbawn8sy,旅遊,0.5367966,691087
airbnb * hmfdbent,飯店住宿,0.8091861,665716
airbnb * hmffqmzfey,餐飲,0.6408246,681452
airbnb * hmfhjsj,一般購物,0.7843207,655213
airbnb * hmfj23t5bk,家居修繕,0.49262956,661411
airbnb * hmfj55m8tz,飯店住宿,0.3778627,681128
airbnb * hmfk8dpchy,飯店住宿,0.70703524,685193
airbnb * hmfk8szf4s,家居修繕,0.59941554,694769
airbnb * hmfmp5mw5w,飯店住宿,0.39489147,687229
airbnb * hmfns2tsdx,加油,0.6404231,678004
airbnb * hmfp2nzrkk,飯店住宿,0.5500008,680792
